11;1;11;0.8;0.7;-5.7;-1.9;27.0;19.6;96.900000000000006;0.0;40.700000000000003;0.0;34.0;51.0;5.9073;595.8;641.19;681.06;663.28;638.9;607.63;613.23;581.78;559.86;563.99;555.51
11;1;12;-2.2;-1.9;-3.5;-7.2;14.5;8.0;121.19999999999999;0.0;56.399999999999999;0.0;35.0;52.0;5.8806;641.19;681.06;663.28;638.9;607.63;613.23;581.78;559.86;563.99;555.51;552.98
11;1;13;-5.9;-0.6;-2.0;-11.4;0.7;0.6;126.30000000000001;0.0;64.0;0.0;37.0;50.0;5.8806;681.06;663.28;638.9;607.63;613.23;581.78;559.86;563.99;555.51;552.98;551.34
11;1;14;-5.9;2.2;-6.4;-6.6;6.4;3.6;85.0;0.0;64.599999999999994;0.0;42.0;52.0;5.8493;663.28;638.9;607.63;613.23;581.78;559.86;563.99;555.51;552.98;551.34;537.34
11;1;15;-6.1;3.5;-0.2;-3.6;9.0;1.3;83.200000000000003;0.0;61.300000000000004;0.0;51.0;45.0;5.8493;638.9;607.63;613.23;581.78;559.86;563.99;555.51;552.98;551.34;537.34;529.41
11;1;16;-0.6;6.4;2.1;-3.6;42.0;30.5;92.200000000000003;0.0;61.100000000000001;0.0;42.0;50.0;5.8485;607.63;613.23;581.78;559.86;563.99;555.51;552.98;551.34;537.34;529.41;512.69
11;1;17;2.2;5.3;3.0;-1.3;18.0;40.0;116.60000000000001;0.0;83.099999999999994;0.0;42.0;34.0;5.7945;613.23;581.78;559.86;563.99;555.51;552.98;551.34;537.34;529.41;512.69;515.52
11;1;18;-1.8;2.4;2.0;1.4;2.7;15.0;117.59999999999999;0.0;103.59999999999999;0.0;42.0;32.0;5.8451;581.78;559.86;563.99;555.51;552.98;551.34;537.34;529.41;512.69;515.52;511.58
11;1;19;-6.2;0.5;0.5;1.5;0.0;2.9;93.299999999999997;0.0;99.0;0.0;42.0;34.0;5.8368;559.86;563.99;555.51;552.98;551.34;537.34;529.41;512.69;515.52;511.58;507.23
11;1;20;-4.1;-1.2;0.8;1.7;0.0;0.2;78.799999999999997;0.0;93.900000000000006;0.0;42.0;34.0;5.8368;563.99;555.51;552.98;551.34;537.34;529.41;512.69;515.52;511.58;507.23;503.8
11;1;21;-6.5;3.3;3.1;2.6;0.0;0.4;78.100000000000009;0.0;93.500000000000014;0.0;42.0;34.0;5.8087;555.51;552.98;551.34;537.34;529.41;512.69;515.52;511.58;507.23;503.8;504.1
11;1;22;-4.2;2.6;2.6;-1.0;0.6;1.2;71.700000000000003;0.0;90.300000000000011;0.0;42.0;36.0;5.8087;552.98;551.34;537.34;529.41;512.69;515.52;511.58;507.23;503.8;504.1;490.52
11;1;23;0.3;5.0;4.4;-2.0;0.0;0.0;63.300000000000004;0.0;90.200000000000017;0.0;40.0;36.0;5.7723;551.34;537.34;529.41;512.69;515.52;511.58;507.23;503.8;504.1;490.52;488.56
11;1;24;-2.6;4.4;2.9;-6.0;0.1;0.0;21.300000000000001;0.0;59.700000000000003;0.0;39.0;36.0;5.7499;537.34;529.41;512.69;515.52;511.58;507.23;503.8;504.1;490.52;488.56;503.34
11;1;25;-2.1;0.6;-3.9;-4.4;0.1;6.5;3.4000000000000004;0.0;19.699999999999996;0.0;39.0;31.0;5.7765;529.41;512.69;515.52;511.58;507.23;503.8;504.1;490.52;488.56;503.34;494.34
11;1;26;-9.9;-0.8;-4.6;-1.0;0.0;0.0;0.79999999999999993;0.0;11.199999999999999;0.0;39.0;31.0;5.7863;512.69;515.52;511.58;507.23;503.8;504.1;490.52;488.56;503.34;494.34;505.64
11;1;27;-9.2;-1.7;2.1;2.1;0.0;0.0;0.79999999999999993;0.0;8.3000000000000007;0.0;39.0;31.0;5.7863;515.52;511.58;507.23;503.8;504.1;490.52;488.56;503.34;494.34;505.64;504.85
11;1;28;-9.3;0.3;4.5;1.1;0.0;0.0;0.79999999999999993;0.0;8.0999999999999996;0.0;39.0;31.0;5.7895;511.58;507.23;503.8;504.1;490.52;488.56;503.34;494.34;505.64;504.85;497.44
11;1;29;-4.6;2.6;1.6;-3.2;0.0;1.7;0.79999999999999993;0.0;7.7000000000000002;0.0;39.0;34.0;5.7895;507.23;503.8;504.1;490.52;488.56;503.34;494.34;505.64;504.85;497.44;480.77
11;1;30;-4.8;1.7;2.1;-1.5;0.0;0.0;0.20000000000000001;0.0;8.1999999999999993;0.0;39.0;34.0;5.7303;503.8;504.1;490.52;488.56;503.34;494.34;505.64;504.85;497.44;480.77;483.88
