year,month,day,temperature oslo,temperature bergen,temperature trondheim,temperature tromso,10 days ago,9 days ago,8 days ago,7 days ago,6 days ago,5 days ago,4 days ago,3 days ago,2 days ago,1 day ago,today,tomorrow
13,12,21,5.3,7.3,2.4,0.5,306.23,287.33,290.55,277.14,261.62,267.58,277.59,283.75,261.45,261.88,243.94,233.37
13,12,22,5.6,4.6,2.5,-0.7,287.33,290.55,277.14,261.62,267.58,277.59,283.75,261.45,261.88,243.94,233.37,247.96
13,12,23,2.3,4.6,0.4,0.5,290.55,277.14,261.62,267.58,277.59,283.75,261.45,261.88,243.94,233.37,247.96,230.56
13,12,24,6.0,6.9,6.3,-0.5,277.14,261.62,267.58,277.59,283.75,261.45,261.88,243.94,233.37,247.96,230.56,238.09
13,12,25,5.0,6.0,6.1,2.0,261.62,267.58,277.59,283.75,261.45,261.88,243.94,233.37,247.96,230.56,238.09,248.12
13,12,26,4.0,6.8,7.0,2.2,267.58,277.59,283.75,261.45,261.88,243.94,233.37,247.96,230.56,238.09,248.12,248.67
13,12,27,3.5,6.4,4.2,4.4,277.59,283.75,261.45,261.88,243.94,233.37,247.96,230.56,238.09,248.12,248.67,235.58
13,12,28,6.3,6.7,7.7,1.3,283.75,261.45,261.88,243.94,233.37,247.96,230.56,238.09,248.12,248.67,235.58,241.0
13,12,29,3.1,3.8,4.6,0.3,261.45,261.88,243.94,233.37,247.96,230.56,238.09,248.12,248.67,235.58,241.0,249.17
13,12,30,0.1,5.2,2.1,0.5,261.88,243.94,233.37,247.96,230.56,238.09,248.12,248.67,235.58,241.0,249.17,243.72
13,12,31,5.4,6.8,5.1,-0.5,243.94,233.37,247.96,230.56,238.09,248.12,248.67,235.58,241.0,249.17,243.72,236.68
14,01,01,3.4,6.0,4.9,-1.3,233.37,247.96,230.56,238.09,248.12,248.67,235.58,241.0,249.17,243.72,236.68,250.4
14,01,02,2.7,7.6,5.1,-0.1,247.96,230.56,238.09,248.12,248.67,235.58,241.0,249.17,243.72,236.68,250.4,246.12
14,01,03,4.2,7.1,5.7,0.1,230.56,238.09,248.12,248.67,235.58,241.0,249.17,243.72,236.68,250.4,246.12,234.79
14,01,04,4.8,6.3,5.6,0.8,238.09,248.12,248.67,235.58,241.0,249.17,243.72,236.68,250.4,246.12,234.79,243.71
14,01,05,3.7,6.4,5.8,-2.9,248.12,248.67,235.58,241.0,249.17,243.72,236.68,250.4,246.12,234.79,243.71,236.55
14,01,06,2.6,6.5,5.3,-2.9,248.67,235.58,241.0,249.17,243.72,236.68,250.4,246.12,234.79,243.71,236.55,245.31
14,01,07,6.6,7.7,6.7,1.0,235.58,241.0,249.17,243.72,236.68,250.4,246.12,234.79,243.71,236.55,245.31,246.56
14,01,08,4.9,7.2,2.1,-0.1,241.0,249.17,243.72,236.68,250.4,246.12,234.79,243.71,236.55,245.31,246.56,250.54
14,01,09,1.4,4.1,0.1,-4.7,249.17,243.72,236.68,250.4,246.12,234.79,243.71,236.55,245.31,246.56,250.54,254.22
14,01,10,0.3,2.8,-5.4,-10.8,243.72,236.68,250.4,246.12,234.79,243.71,236.55,245.31,246.56,250.54,254.22,250.8
14,01,11,-3.2,2.9,-10.9,-12.4,236.68,250.4,246.12,234.79,243.71,236.55,245.31,246.56,250.54,254.22,250.8,255.62
14,01,12,-8.6,-1.5,-12.8,-9.1,250.4,246.12,234.79,243.71,236.55,245.31,246.56,250.54,254.22,250.8,255.62,329.32
14,01,13,-10.8,-1.6,-10.6,-5.0,246.12,234.79,243.71,236.55,245.31,246.56,250.54,254.22,250.8,255.62,329.32,348.34
14,01,14,-6.5,0.2,-5.3,-9.4,234.79,243.71,236.55,245.31,246.56,250.54,254.22,250.8,255.62,329.32,348.34,347.45
14,01,15,-5.6,0.7,-6.2,-9.6,243.71,236.55,245.31,246.56,250.54,254.22,250.8,255.62,329.32,348.34,347.45,270.76
14,01,16,-4.5,3.5,-4.8,-6.4,236.55,245.31,246.56,250.54,254.22,250.8,255.62,329.32,348.34,347.45,270.76,286.73
14,01,17,-5.8,1.8,-5.6,-5.5,245.31,246.56,250.54,254.22,250.8,255.62,329.32,348.34,347.45,270.76,286.73,259.16
14,01,18,-6.0,2.4,-5.1,-10.4,246.56,250.54,254.22,250.8,255.62,329.32,348.34,347.45,270.76,286.73,259.16,256.34
14,01,19,-4.8,2.9,-3.9,-11.4,250.54,254.22,250.8,255.62,329.32,348.34,347.45,270.76,286.73,259.16,256.34,288.8
14,01,20,-4.8,1.5,-5.0,-8.5,254.22,250.8,255.62,329.32,348.34,347.45,270.76,286.73,259.16,256.34,288.8,353.14
14,01,21,-5.7,0.4,-6.2,-8.3,250.8,255.62,329.32,348.34,347.45,270.76,286.73,259.16,256.34,288.8,353.14,355.5
14,01,22,-7.8,1.1,-5.9,-7.3,255.62,329.32,348.34,347.45,270.76,286.73,259.16,256.34,288.8,353.14,355.5,337.94
14,01,23,-7.1,1.2,-3.2,-10.4,329.32,348.34,347.45,270.76,286.73,259.16,256.34,288.8,353.14,355.5,337.94,346.18
14,01,24,-6.4,0.9,-3.6,-10.5,348.34,347.45,270.76,286.73,259.16,256.34,288.8,353.14,355.5,337.94,346.18,274.23
14,01,25,-5.3,1.9,-1.9,-8.8,347.45,270.76,286.73,259.16,256.34,288.8,353.14,355.5,337.94,346.18,274.23,265.55
14,01,26,-6.1,1.6,-3.2,-5.5,270.76,286.73,259.16,256.34,288.8,353.14,355.5,337.94,346.18,274.23,265.55,277.78
14,01,27,-3.4,0.4,-3.3,-6.8,286.73,259.16,256.34,288.8,353.14,355.5,337.94,346.18,274.23,265.55,277.78,286.53
14,01,28,-1.3,2.5,-0.7,-3.1,259.16,256.34,288.8,353.14,355.5,337.94,346.18,274.23,265.55,277.78,286.53,289.51
14,01,29,-3.2,0.5,-2.6,-2.6,256.34,288.8,353.14,355.5,337.94,346.18,274.23,265.55,277.78,286.53,289.51,303.87
14,01,30,-5.3,-1.9,-4.5,-5.4,288.8,353.14,355.5,337.94,346.18,274.23,265.55,277.78,286.53,289.51,303.87,315.11
14,01,31,-4.0,0.1,-2.8,-7.1,353.14,355.5,337.94,346.18,274.23,265.55,277.78,286.53,289.51,303.87,315.11,264.23
14,02,01,-3.4,4.0,-2.2,-5.0,355.5,337.94,346.18,274.23,265.55,277.78,286.53,289.51,303.87,315.11,264.23,256.35
14,02,02,1.8,6.0,4.9,-3.3,337.94,346.18,274.23,265.55,277.78,286.53,289.51,303.87,315.11,264.23,256.35,281.48
14,02,03,2.6,5.5,6.2,1.0,346.18,274.23,265.55,277.78,286.53,289.51,303.87,315.11,264.23,256.35,281.48,274.0
14,02,04,1.3,4.1,3.1,2.7,274.23,265.55,277.78,286.53,289.51,303.87,315.11,264.23,256.35,281.48,274.0,271.33
14,02,05,0.4,6.4,1.6,-0.7,265.55,277.78,286.53,289.51,303.87,315.11,264.23,256.35,281.48,274.0,271.33,265.9
14,02,06,0.3,6.0,1.4,-4.3,277.78,286.53,289.51,303.87,315.11,264.23,256.35,281.48,274.0,271.33,265.9,255.82
14,02,07,1.9,4.4,3.0,-1.8,286.53,289.51,303.87,315.11,264.23,256.35,281.48,274.0,271.33,265.9,255.82,242.68
14,02,08,1.1,4.6,3.5,-0.8,289.51,303.87,315.11,264.23,256.35,281.48,274.0,271.33,265.9,255.82,242.68,237.26
14,02,09,2.5,6.1,5.6,0.4,303.87,315.11,264.23,256.35,281.48,274.0,271.33,265.9,255.82,242.68,237.26,261.82
14,02,10,3.1,5.0,6.5,4.0,315.11,264.23,256.35,281.48,274.0,271.33,265.9,255.82,242.68,237.26,261.82,265.94
14,02,11,2.1,5.2,3.3,3.1,264.23,256.35,281.48,274.0,271.33,265.9,255.82,242.68,237.26,261.82,265.94,262.8
14,02,12,2.1,2.9,3.1,-1.7,256.35,281.48,274.0,271.33,265.9,255.82,242.68,237.26,261.82,265.94,262.8,258.41
14,02,13,1.4,4.3,3.0,-2.6,281.48,274.0,271.33,265.9,255.82,242.68,237.26,261.82,265.94,262.8,258.41,258.57
14,02,14,2.6,4.9,4.8,0.9,274.0,271.33,265.9,255.82,242.68,237.26,261.82,265.94,262.8,258.41,258.57,231.71
14,02,15,2.7,5.9,4.5,-1.4,271.33,265.9,255.82,242.68,237.26,261.82,265.94,262.8,258.41,258.57,231.71,230.26
14,02,16,3.1,4.7,4.4,0.7,265.9,255.82,242.68,237.26,261.82,265.94,262.8,258.41,258.57,231.71,230.26,253.82
14,02,17,1.6,2.7,2.2,0.2,255.82,242.68,237.26,261.82,265.94,262.8,258.41,258.57,231.71,230.26,253.82,263.95
14,02,18,-1.0,1.1,0.8,0.5,242.68,237.26,261.82,265.94,262.8,258.41,258.57,231.71,230.26,253.82,263.95,281.54
14,02,19,-0.7,-0.4,-0.3,-1.5,237.26,261.82,265.94,262.8,258.41,258.57,231.71,230.26,253.82,263.95,281.54,266.3
14,02,20,-1.0,0.9,-1.9,-3.1,261.82,265.94,262.8,258.41,258.57,231.71,230.26,253.82,263.95,281.54,266.3,249.19
14,02,21,0.8,4.4,2.2,-4.8,265.94,262.8,258.41,258.57,231.71,230.26,253.82,263.95,281.54,266.3,249.19,232.32
14,02,22,2.9,5.0,4.3,-0.9,262.8,258.41,258.57,231.71,230.26,253.82,263.95,281.54,266.3,249.19,232.32,218.29
14,02,23,4.3,6.6,7.9,2.0,258.41,258.57,231.71,230.26,253.82,263.95,281.54,266.3,249.19,232.32,218.29,229.66
14,02,24,5.4,6.9,9.1,3.8,258.57,231.71,230.26,253.82,263.95,281.54,266.3,249.19,232.32,218.29,229.66,234.09
14,02,25,4.7,8.6,6.0,4.1,231.71,230.26,253.82,263.95,281.54,266.3,249.19,232.32,218.29,229.66,234.09,250.04
14,02,26,2.5,7.3,6.2,2.3,230.26,253.82,263.95,281.54,266.3,249.19,232.32,218.29,229.66,234.09,250.04,246.14
14,02,27,3.9,6.3,5.9,1.6,253.82,263.95,281.54,266.3,249.19,232.32,218.29,229.66,234.09,250.04,246.14,247.0
14,02,28,2.8,5.2,5.6,2.3,263.95,281.54,266.3,249.19,232.32,218.29,229.66,234.09,250.04,246.14,247.0,239.04
14,03,01,2.0,3.7,5.1,0.1,281.54,266.3,249.19,232.32,218.29,229.66,234.09,250.04,246.14,247.0,239.04,230.58
14,03,02,1.6,4.1,3.2,-0.3,266.3,249.19,232.32,218.29,229.66,234.09,250.04,246.14,247.0,239.04,230.58,233.72
14,03,03,2.3,6.8,4.7,0.4,249.19,232.32,218.29,229.66,234.09,250.04,246.14,247.0,239.04,230.58,233.72,254.89
14,03,04,2.4,7.1,4.9,-0.8,232.32,218.29,229.66,234.09,250.04,246.14,247.0,239.04,230.58,233.72,254.89,258.54
14,03,05,3.0,6.1,6.7,1.6,218.29,229.66,234.09,250.04,246.14,247.0,239.04,230.58,233.72,254.89,258.54,235.59
14,03,06,4.4,5.8,7.4,4.1,229.66,234.09,250.04,246.14,247.0,239.04,230.58,233.72,254.89,258.54,235.59,216.96
14,03,07,5.0,5.9,5.3,3.2,234.09,250.04,246.14,247.0,239.04,230.58,233.72,254.89,258.54,235.59,216.96,212.43
14,03,08,5.1,5.4,3.6,2.6,250.04,246.14,247.0,239.04,230.58,233.72,254.89,258.54,235.59,216.96,212.43,195.43
14,03,09,5.9,7.0,6.8,2.6,246.14,247.0,239.04,230.58,233.72,254.89,258.54,235.59,216.96,212.43,195.43,220.12
14,03,10,5.6,5.2,3.9,2.8,247.0,239.04,230.58,233.72,254.89,258.54,235.59,216.96,212.43,195.43,220.12,225.59
14,03,11,4.3,4.8,5.5,2.3,239.04,230.58,233.72,254.89,258.54,235.59,216.96,212.43,195.43,220.12,225.59,222.77
14,03,12,4.2,4.5,7.4,2.9,230.58,233.72,254.89,258.54,235.59,216.96,212.43,195.43,220.12,225.59,222.77,225.64
14,03,13,2.9,4.3,6.6,0.9,233.72,254.89,258.54,235.59,216.96,212.43,195.43,220.12,225.59,222.77,225.64,217.46
14,03,14,3.6,4.7,2.5,0.8,254.89,258.54,235.59,216.96,212.43,195.43,220.12,225.59,222.77,225.64,217.46,194.89
14,03,15,5.4,2.9,-0.9,-2.0,258.54,235.59,216.96,212.43,195.43,220.12,225.59,222.77,225.64,217.46,194.89,199.24
14,03,16,2.8,3.7,-0.5,-6.1,235.59,216.96,212.43,195.43,220.12,225.59,222.77,225.64,217.46,194.89,199.24,215.2
14,03,17,3.8,3.4,-0.1,-7.4,216.96,212.43,195.43,220.12,225.59,222.77,225.64,217.46,194.89,199.24,215.2,222.27
14,03,18,2.7,3.5,-2.7,-6.1,212.43,195.43,220.12,225.59,222.77,225.64,217.46,194.89,199.24,215.2,222.27,211.94
14,03,19,0.4,5.6,-5.1,-6.1,195.43,220.12,225.59,222.77,225.64,217.46,194.89,199.24,215.2,222.27,211.94,203.14
14,03,20,3.9,6.4,1.1,-5.4,220.12,225.59,222.77,225.64,217.46,194.89,199.24,215.2,222.27,211.94,203.14,196.3
14,03,21,6.9,5.3,3.7,-3.5,225.59,222.77,225.64,217.46,194.89,199.24,215.2,222.27,211.94,203.14,196.3,202.6
14,03,22,3.5,4.7,4.8,-1.9,222.77,225.64,217.46,194.89,199.24,215.2,222.27,211.94,203.14,196.3,202.6,198.37
14,03,23,3.7,3.4,3.9,-0.2,225.64,217.46,194.89,199.24,215.2,222.27,211.94,203.14,196.3,202.6,198.37,230.34
14,03,24,4.6,3.3,1.6,0.5,217.46,194.89,199.24,215.2,222.27,211.94,203.14,196.3,202.6,198.37,230.34,228.2
14,03,25,5.0,4.7,2.3,-0.8,194.89,199.24,215.2,222.27,211.94,203.14,196.3,202.6,198.37,230.34,228.2,227.98
14,03,26,3.9,5.9,3.6,1.9,199.24,215.2,222.27,211.94,203.14,196.3,202.6,198.37,230.34,228.2,227.98,234.21
14,03,27,5.9,5.5,3.5,3.1,215.2,222.27,211.94,203.14,196.3,202.6,198.37,230.34,228.2,227.98,234.21,236.13
14,03,28,8.7,7.7,5.4,4.2,222.27,211.94,203.14,196.3,202.6,198.37,230.34,228.2,227.98,234.21,236.13,223.25
14,03,29,7.2,8.9,4.2,-0.7,211.94,203.14,196.3,202.6,198.37,230.34,228.2,227.98,234.21,236.13,223.25,221.39
14,03,30,7.2,6.6,3.0,-2.6,203.14,196.3,202.6,198.37,230.34,228.2,227.98,234.21,236.13,223.25,221.39,243.63
14,03,31,6.2,5.1,2.5,-1.8,196.3,202.6,198.37,230.34,228.2,227.98,234.21,236.13,223.25,221.39,243.63,261.83
14,04,01,4.0,4.9,2.3,-0.7,202.6,198.37,230.34,228.2,227.98,234.21,236.13,223.25,221.39,243.63,261.83,257.76
14,04,02,4.4,5.1,0.9,-1.6,198.37,230.34,228.2,227.98,234.21,236.13,223.25,221.39,243.63,261.83,257.76,244.75
14,04,03,5.9,4.6,1.9,-2.0,230.34,228.2,227.98,234.21,236.13,223.25,221.39,243.63,261.83,257.76,244.75,231.15
14,04,04,5.3,5.7,3.1,0.0,228.2,227.98,234.21,236.13,223.25,221.39,243.63,261.83,257.76,244.75,231.15,222.43
14,04,05,1.6,4.5,3.1,-0.9,227.98,234.21,236.13,223.25,221.39,243.63,261.83,257.76,244.75,231.15,222.43,212.76
14,04,06,4.9,8.5,5.3,-1.7,234.21,236.13,223.25,221.39,243.63,261.83,257.76,244.75,231.15,222.43,212.76,231.32
14,04,07,8.7,8.9,6.9,-1.8,236.13,223.25,221.39,243.63,261.83,257.76,244.75,231.15,222.43,212.76,231.32,213.93
14,04,08,5.9,7.8,6.2,-2.9,223.25,221.39,243.63,261.83,257.76,244.75,231.15,222.43,212.76,231.32,213.93,209.93
14,04,09,3.1,7.1,5.9,0.8,221.39,243.63,261.83,257.76,244.75,231.15,222.43,212.76,231.32,213.93,209.93,239.96
14,04,10,3.5,6.6,5.7,3.8,243.63,261.83,257.76,244.75,231.15,222.43,212.76,231.32,213.93,209.93,239.96,220.2
14,04,11,6.7,6.6,4.9,2.6,261.83,257.76,244.75,231.15,222.43,212.76,231.32,213.93,209.93,239.96,220.2,199.18
14,04,12,4.2,6.4,6.0,2.9,257.76,244.75,231.15,222.43,212.76,231.32,213.93,209.93,239.96,220.2,199.18,159.8
14,04,13,7.3,5.9,4.7,3.4,244.75,231.15,222.43,212.76,231.32,213.93,209.93,239.96,220.2,199.18,159.8,189.15
14,04,14,7.0,3.8,3.1,1.5,231.15,222.43,212.76,231.32,213.93,209.93,239.96,220.2,199.18,159.8,189.15,198.86
14,04,15,6.4,5.1,2.2,0.0,222.43,212.76,231.32,213.93,209.93,239.96,220.2,199.18,159.8,189.15,198.86,212.1
14,04,16,6.2,6.3,6.7,2.9,212.76,231.32,213.93,209.93,239.96,220.2,199.18,159.8,189.15,198.86,212.1,191.97
14,04,17,5.8,5.8,5.8,2.6,231.32,213.93,209.93,239.96,220.2,199.18,159.8,189.15,198.86,212.1,191.97,192.47
14,04,18,7.5,6.3,5.7,0.9,213.93,209.93,239.96,220.2,199.18,159.8,189.15,198.86,212.1,191.97,192.47,198.19
14,04,19,8.2,7.5,6.7,3.7,209.93,239.96,220.2,199.18,159.8,189.15,198.86,212.1,191.97,192.47,198.19,179.69
14,04,20,10.8,8.7,9.7,2.7,239.96,220.2,199.18,159.8,189.15,198.86,212.1,191.97,192.47,198.19,179.69,181.16
14,04,21,13.4,11.1,8.2,3.1,220.2,199.18,159.8,189.15,198.86,212.1,191.97,192.47,198.19,179.69,181.16,199.31
14,04,22,15.1,14.3,6.4,0.5,199.18,159.8,189.15,198.86,212.1,191.97,192.47,198.19,179.69,181.16,199.31,199.09
14,04,23,11.9,13.6,8.7,1.6,159.8,189.15,198.86,212.1,191.97,192.47,198.19,179.69,181.16,199.31,199.09,211.44
14,04,24,7.9,10.3,11.3,3.9,189.15,198.86,212.1,191.97,192.47,198.19,179.69,181.16,199.31,199.09,211.44,215.3
14,04,25,10.1,10.6,9.3,3.6,198.86,212.1,191.97,192.47,198.19,179.69,181.16,199.31,199.09,211.44,215.3,200.15
14,04,26,12.4,13.2,9.7,3.9,212.1,191.97,192.47,198.19,179.69,181.16,199.31,199.09,211.44,215.3,200.15,184.08
14,04,27,14.6,13.2,9.5,2.1,191.97,192.47,198.19,179.69,181.16,199.31,199.09,211.44,215.3,200.15,184.08,215.96
14,04,28,14.2,10.6,6.2,1.8,192.47,198.19,179.69,181.16,199.31,199.09,211.44,215.3,200.15,184.08,215.96,216.52
14,04,29,7.8,8.9,2.8,1.5,198.19,179.69,181.16,199.31,199.09,211.44,215.3,200.15,184.08,215.96,216.52,229.96
14,04,30,6.4,5.6,1.7,0.7,179.69,181.16,199.31,199.09,211.44,215.3,200.15,184.08,215.96,216.52,229.96,192.97
14,05,01,6.1,5.8,1.8,-0.2,181.16,199.31,199.09,211.44,215.3,200.15,184.08,215.96,216.52,229.96,192.97,216.33
14,05,02,7.5,5.4,2.3,0.0,199.31,199.09,211.44,215.3,200.15,184.08,215.96,216.52,229.96,192.97,216.33,203.43
14,05,03,7.2,5.1,2.2,0.8,199.09,211.44,215.3,200.15,184.08,215.96,216.52,229.96,192.97,216.33,203.43,208.97
14,05,04,6.8,4.8,3.4,1.1,211.44,215.3,200.15,184.08,215.96,216.52,229.96,192.97,216.33,203.43,208.97,245.52
14,05,05,7.2,6.4,6.3,0.9,215.3,200.15,184.08,215.96,216.52,229.96,192.97,216.33,203.43,208.97,245.52,239.52
14,05,06,6.1,9.4,8.3,1.2,200.15,184.08,215.96,216.52,229.96,192.97,216.33,203.43,208.97,245.52,239.52,245.49
14,05,07,3.8,8.9,6.8,1.2,184.08,215.96,216.52,229.96,192.97,216.33,203.43,208.97,245.52,239.52,245.49,252.42
14,05,08,4.3,10.1,6.7,2.1,215.96,216.52,229.96,192.97,216.33,203.43,208.97,245.52,239.52,245.49,252.42,252.24
14,05,09,6.7,9.0,8.4,4.1,216.52,229.96,192.97,216.33,203.43,208.97,245.52,239.52,245.49,252.42,252.24,217.22
14,05,10,8.6,9.7,7.3,5.4,229.96,192.97,216.33,203.43,208.97,245.52,239.52,245.49,252.42,252.24,217.22,214.91
14,05,11,9.3,10.9,9.1,5.2,192.97,216.33,203.43,208.97,245.52,239.52,245.49,252.42,252.24,217.22,214.91,265.68
14,05,12,8.8,10.6,9.0,2.7,216.33,203.43,208.97,245.52,239.52,245.49,252.42,252.24,217.22,214.91,265.68,261.25
14,05,13,10.3,8.4,6.0,1.3,203.43,208.97,245.52,239.52,245.49,252.42,252.24,217.22,214.91,265.68,261.25,257.91
14,05,14,9.5,7.8,4.8,0.9,208.97,245.52,239.52,245.49,252.42,252.24,217.22,214.91,265.68,261.25,257.91,251.34
14,05,15,10.1,7.1,7.0,2.4,245.52,239.52,245.49,252.42,252.24,217.22,214.91,265.68,261.25,257.91,251.34,231.19
14,05,16,13.6,10.6,10.4,4.5,239.52,245.49,252.42,252.24,217.22,214.91,265.68,261.25,257.91,251.34,231.19,191.23
14,05,17,14.3,10.7,10.4,7.0,245.49,252.42,252.24,217.22,214.91,265.68,261.25,257.91,251.34,231.19,191.23,179.73
14,05,18,16.0,14.7,13.9,6.3,252.42,252.24,217.22,214.91,265.68,261.25,257.91,251.34,231.19,191.23,179.73,225.01
14,05,19,16.7,13.4,16.4,9.4,252.24,217.22,214.91,265.68,261.25,257.91,251.34,231.19,191.23,179.73,225.01,225.54
14,05,20,15.5,13.9,15.5,7.3,217.22,214.91,265.68,261.25,257.91,251.34,231.19,191.23,179.73,225.01,225.54,214.17
14,05,21,15.9,14.2,16.7,5.5,214.91,265.68,261.25,257.91,251.34,231.19,191.23,179.73,225.01,225.54,214.17,198.36
14,05,22,19.6,11.9,17.3,4.2,265.68,261.25,257.91,251.34,231.19,191.23,179.73,225.01,225.54,214.17,198.36,200.23
14,05,23,19.4,13.2,13.9,7.9,261.25,257.91,251.34,231.19,191.23,179.73,225.01,225.54,214.17,198.36,200.23,152.46
14,05,24,18.7,11.9,10.5,5.9,257.91,251.34,231.19,191.23,179.73,225.01,225.54,214.17,198.36,200.23,152.46,142.65
14,05,25,15.0,9.8,8.9,4.3,251.34,231.19,191.23,179.73,225.01,225.54,214.17,198.36,200.23,152.46,142.65,228.17
14,05,26,17.1,9.7,10.0,5.0,231.19,191.23,179.73,225.01,225.54,214.17,198.36,200.23,152.46,142.65,228.17,210.47
14,05,27,12.9,13.9,13.5,7.5,191.23,179.73,225.01,225.54,214.17,198.36,200.23,152.46,142.65,228.17,210.47,205.01
14,05,28,13.2,14.2,14.8,10.0,179.73,225.01,225.54,214.17,198.36,200.23,152.46,142.65,228.17,210.47,205.01,169.11
14,05,29,16.1,12.9,14.9,9.5,225.01,225.54,214.17,198.36,200.23,152.46,142.65,228.17,210.47,205.01,169.11,207.6
14,05,30,19.4,10.6,9.5,10.1,225.54,214.17,198.36,200.23,152.46,142.65,228.17,210.47,205.01,169.11,207.6,151.77
14,05,31,17.0,11.2,8.5,6.3,214.17,198.36,200.23,152.46,142.65,228.17,210.47,205.01,169.11,207.6,151.77,157.75
14,06,01,17.3,11.2,11.1,7.3,198.36,200.23,152.46,142.65,228.17,210.47,205.01,169.11,207.6,151.77,157.75,231.67
14,06,02,18.6,12.5,15.7,10.7,200.23,152.46,142.65,228.17,210.47,205.01,169.11,207.6,151.77,157.75,231.67,236.41
14,06,03,18.2,15.0,19.0,13.2,152.46,142.65,228.17,210.47,205.01,169.11,207.6,151.77,157.75,231.67,236.41,231.26
14,06,04,14.7,16.0,16.0,16.6,142.65,228.17,210.47,205.01,169.11,207.6,151.77,157.75,231.67,236.41,231.26,213.15
14,06,05,14.9,17.1,18.1,18.0,228.17,210.47,205.01,169.11,207.6,151.77,157.75,231.67,236.41,231.26,213.15,200.71
14,06,06,16.1,13.2,18.7,14.4,210.47,205.01,169.11,207.6,151.77,157.75,231.67,236.41,231.26,213.15,200.71,167.28
14,06,07,15.6,13.8,14.6,9.0,205.01,169.11,207.6,151.77,157.75,231.67,236.41,231.26,213.15,200.71,167.28,153.08
14,06,08,18.3,14.3,15.2,12.6,169.11,207.6,151.77,157.75,231.67,236.41,231.26,213.15,200.71,167.28,153.08,188.74
14,06,09,19.6,16.2,13.4,10.6,207.6,151.77,157.75,231.67,236.41,231.26,213.15,200.71,167.28,153.08,188.74,208.35
14,06,10,21.1,17.2,16.0,8.9,151.77,157.75,231.67,236.41,231.26,213.15,200.71,167.28,153.08,188.74,208.35,215.34
14,06,11,20.2,14.4,15.8,10.4,157.75,231.67,236.41,231.26,213.15,200.71,167.28,153.08,188.74,208.35,215.34,215.75
14,06,12,17.1,11.9,12.3,7.6,231.67,236.41,231.26,213.15,200.71,167.28,153.08,188.74,208.35,215.34,215.75,181.27
14,06,13,15.2,12.8,9.0,6.5,236.41,231.26,213.15,200.71,167.28,153.08,188.74,208.35,215.34,215.75,181.27,152.43
14,06,14,16.3,13.7,10.5,6.5,231.26,213.15,200.71,167.28,153.08,188.74,208.35,215.34,215.75,181.27,152.43,153.54
14,06,15,17.7,12.5,9.7,5.0,213.15,200.71,167.28,153.08,188.74,208.35,215.34,215.75,181.27,152.43,153.54,206.67
14,06,16,15.7,12.9,8.8,3.3,200.71,167.28,153.08,188.74,208.35,215.34,215.75,181.27,152.43,153.54,206.67,227.01
14,06,17,15.2,12.5,9.7,4.5,167.28,153.08,188.74,208.35,215.34,215.75,181.27,152.43,153.54,206.67,227.01,218.38
14,06,18,19.4,12.2,10.0,6.3,153.08,188.74,208.35,215.34,215.75,181.27,152.43,153.54,206.67,227.01,218.38,192.55
14,06,19,15.4,11.6,9.0,4.3,188.74,208.35,215.34,215.75,181.27,152.43,153.54,206.67,227.01,218.38,192.55,184.12
14,06,20,12.5,10.4,6.6,4.7,208.35,215.34,215.75,181.27,152.43,153.54,206.67,227.01,218.38,192.55,184.12,173.1
14,06,21,11.9,10.7,6.4,5.3,215.34,215.75,181.27,152.43,153.54,206.67,227.01,218.38,192.55,184.12,173.1,168.09
14,06,22,13.0,10.3,8.8,5.6,215.75,181.27,152.43,153.54,206.67,227.01,218.38,192.55,184.12,173.1,168.09,222.21
14,06,23,13.7,11.2,8.9,7.5,181.27,152.43,153.54,206.67,227.01,218.38,192.55,184.12,173.1,168.09,222.21,252.15
14,06,24,15.4,13.3,9.6,7.2,152.43,153.54,206.67,227.01,218.38,192.55,184.12,173.1,168.09,222.21,252.15,256.38
14,06,25,15.7,12.9,8.8,6.2,153.54,206.67,227.01,218.38,192.55,184.12,173.1,168.09,222.21,252.15,256.38,256.64
14,06,26,13.0,12.1,9.5,7.2,206.67,227.01,218.38,192.55,184.12,173.1,168.09,222.21,252.15,256.38,256.64,248.15
14,06,27,12.3,13.0,11.9,8.6,227.01,218.38,192.55,184.12,173.1,168.09,222.21,252.15,256.38,256.64,248.15,226.48
14,06,28,11.5,14.2,13.0,9.8,218.38,192.55,184.12,173.1,168.09,222.21,252.15,256.38,256.64,248.15,226.48,217.5
14,06,29,13.0,12.7,10.5,9.8,192.55,184.12,173.1,168.09,222.21,252.15,256.38,256.64,248.15,226.48,217.5,251.76
14,06,30,13.7,13.4,13.6,10.3,184.12,173.1,168.09,222.21,252.15,256.38,256.64,248.15,226.48,217.5,251.76,256.64
14,07,01,14.8,12.8,13.5,10.0,173.1,168.09,222.21,252.15,256.38,256.64,248.15,226.48,217.5,251.76,256.64,250.28
14,07,02,17.3,11.6,15.2,11.0,168.09,222.21,252.15,256.38,256.64,248.15,226.48,217.5,251.76,256.64,250.28,233.21
14,07,03,16.8,12.7,12.6,13.8,222.21,252.15,256.38,256.64,248.15,226.48,217.5,251.76,256.64,250.28,233.21,236.51
14,07,04,16.3,14.9,18.0,10.7,252.15,256.38,256.64,248.15,226.48,217.5,251.76,256.64,250.28,233.21,236.51,223.03
