year,month,day,temperature oslo,temperature bergen,temperature trondheim,temperature tromso,10 days ago,9 days ago,8 days ago,7 days ago,6 days ago,5 days ago,4 days ago,3 days ago,2 days ago,1 day ago,today,tomorrow
11,01,11,0.8,0.7,-5.7,-1.9,595.8,641.19,681.06,663.28,638.9,607.63,613.23,581.78,559.86,563.99,555.51,552.98
11,01,12,-2.2,-1.9,-3.5,-7.2,641.19,681.06,663.28,638.9,607.63,613.23,581.78,559.86,563.99,555.51,552.98,551.34
11,01,13,-5.9,-0.6,-2.0,-11.4,681.06,663.28,638.9,607.63,613.23,581.78,559.86,563.99,555.51,552.98,551.34,537.34
11,01,14,-5.9,2.2,-6.4,-6.6,663.28,638.9,607.63,613.23,581.78,559.86,563.99,555.51,552.98,551.34,537.34,529.41
11,01,15,-6.1,3.5,-0.2,-3.6,638.9,607.63,613.23,581.78,559.86,563.99,555.51,552.98,551.34,537.34,529.41,512.69
11,01,16,-0.6,6.4,2.1,-3.6,607.63,613.23,581.78,559.86,563.99,555.51,552.98,551.34,537.34,529.41,512.69,515.52
11,01,17,2.2,5.3,3.0,-1.3,613.23,581.78,559.86,563.99,555.51,552.98,551.34,537.34,529.41,512.69,515.52,511.58
11,01,18,-1.8,2.4,2.0,1.4,581.78,559.86,563.99,555.51,552.98,551.34,537.34,529.41,512.69,515.52,511.58,507.23
11,01,19,-6.2,0.5,0.5,1.5,559.86,563.99,555.51,552.98,551.34,537.34,529.41,512.69,515.52,511.58,507.23,503.8
11,01,20,-4.1,-1.2,0.8,1.7,563.99,555.51,552.98,551.34,537.34,529.41,512.69,515.52,511.58,507.23,503.8,504.1
11,01,21,-6.5,3.3,3.1,2.6,555.51,552.98,551.34,537.34,529.41,512.69,515.52,511.58,507.23,503.8,504.1,490.52
11,01,22,-4.2,2.6,2.6,-1.0,552.98,551.34,537.34,529.41,512.69,515.52,511.58,507.23,503.8,504.1,490.52,488.56
11,01,23,0.3,5.0,4.4,-2.0,551.34,537.34,529.41,512.69,515.52,511.58,507.23,503.8,504.1,490.52,488.56,503.34
11,01,24,-2.6,4.4,2.9,-6.0,537.34,529.41,512.69,515.52,511.58,507.23,503.8,504.1,490.52,488.56,503.34,494.34
11,01,25,-2.1,0.6,-3.9,-4.4,529.41,512.69,515.52,511.58,507.23,503.8,504.1,490.52,488.56,503.34,494.34,505.64
11,01,26,-9.9,-0.8,-4.6,-1.0,512.69,515.52,511.58,507.23,503.8,504.1,490.52,488.56,503.34,494.34,505.64,504.85
11,01,27,-9.2,-1.7,2.1,2.1,515.52,511.58,507.23,503.8,504.1,490.52,488.56,503.34,494.34,505.64,504.85,497.44
11,01,28,-9.3,0.3,4.5,1.1,511.58,507.23,503.8,504.1,490.52,488.56,503.34,494.34,505.64,504.85,497.44,480.77
11,01,29,-4.6,2.6,1.6,-3.2,507.23,503.8,504.1,490.52,488.56,503.34,494.34,505.64,504.85,497.44,480.77,483.88
11,01,30,-4.8,1.7,2.1,-1.5,503.8,504.1,490.52,488.56,503.34,494.34,505.64,504.85,497.44,480.77,483.88,496.6
11,01,31,-4.1,4.6,3.3,1.8,504.1,490.52,488.56,503.34,494.34,505.64,504.85,497.44,480.77,483.88,496.6,483.14
11,02,01,1.1,5.0,3.2,-0.1,490.52,488.56,503.34,494.34,505.64,504.85,497.44,480.77,483.88,496.6,483.14,472.48
11,02,02,-0.5,4.2,3.7,-2.0,488.56,503.34,494.34,505.64,504.85,497.44,480.77,483.88,496.6,483.14,472.48,464.86
11,02,03,1.9,2.5,0.8,-3.1,503.34,494.34,505.64,504.85,497.44,480.77,483.88,496.6,483.14,472.48,464.86,464.24
11,02,04,0.8,3.1,1.2,-4.5,494.34,505.64,504.85,497.44,480.77,483.88,496.6,483.14,472.48,464.86,464.24,467.97
11,02,05,-2.7,1.2,1.9,-7.5,505.64,504.85,497.44,480.77,483.88,496.6,483.14,472.48,464.86,464.24,467.97,482.89
11,02,06,-2.1,4.4,1.5,-8.9,504.85,497.44,480.77,483.88,496.6,483.14,472.48,464.86,464.24,467.97,482.89,489.64
11,02,07,-3.1,3.3,2.0,-5.8,497.44,480.77,483.88,496.6,483.14,472.48,464.86,464.24,467.97,482.89,489.64,495.92
11,02,08,1.8,1.2,0.7,-7.0,480.77,483.88,496.6,483.14,472.48,464.86,464.24,467.97,482.89,489.64,495.92,506.09
11,02,09,-2.0,0.3,-1.3,-6.3,483.88,496.6,483.14,472.48,464.86,464.24,467.97,482.89,489.64,495.92,506.09,504.01
11,02,10,-1.1,3.3,-3.6,-5.8,496.6,483.14,472.48,464.86,464.24,467.97,482.89,489.64,495.92,506.09,504.01,501.16
11,02,11,-5.0,-0.4,-8.6,-1.2,483.14,472.48,464.86,464.24,467.97,482.89,489.64,495.92,506.09,504.01,501.16,505.22
11,02,12,-12.2,-2.7,-12.0,-4.7,472.48,464.86,464.24,467.97,482.89,489.64,495.92,506.09,504.01,501.16,505.22,509.64
11,02,13,-12.1,0.8,-9.1,-6.0,464.86,464.24,467.97,482.89,489.64,495.92,506.09,504.01,501.16,505.22,509.64,518.47
11,02,14,-8.8,0.9,-4.8,-9.7,464.24,467.97,482.89,489.64,495.92,506.09,504.01,501.16,505.22,509.64,518.47,521.55
11,02,15,-8.5,-1.1,-4.9,-10.9,467.97,482.89,489.64,495.92,506.09,504.01,501.16,505.22,509.64,518.47,521.55,517.8
11,02,16,-6.4,-2.1,-5.6,-8.5,482.89,489.64,495.92,506.09,504.01,501.16,505.22,509.64,518.47,521.55,517.8,521.11
11,02,17,-4.8,-0.7,-4.0,-8.8,489.64,495.92,506.09,504.01,501.16,505.22,509.64,518.47,521.55,517.8,521.11,519.21
11,02,18,-7.1,-0.6,-5.9,-5.5,495.92,506.09,504.01,501.16,505.22,509.64,518.47,521.55,517.8,521.11,519.21,511.13
11,02,19,-9.5,-3.5,-8.0,-1.1,506.09,504.01,501.16,505.22,509.64,518.47,521.55,517.8,521.11,519.21,511.13,514.81
11,02,20,-13.4,-3.7,-7.4,-1.6,504.01,501.16,505.22,509.64,518.47,521.55,517.8,521.11,519.21,511.13,514.81,531.02
11,02,21,-10.9,-4.1,-4.4,-2.3,501.16,505.22,509.64,518.47,521.55,517.8,521.11,519.21,511.13,514.81,531.02,528.75
11,02,22,-9.3,-3.9,-7.0,-1.2,505.22,509.64,518.47,521.55,517.8,521.11,519.21,511.13,514.81,531.02,528.75,533.42
11,02,23,-9.1,-2.9,-8.7,-3.2,509.64,518.47,521.55,517.8,521.11,519.21,511.13,514.81,531.02,528.75,533.42,534.01
11,02,24,-9.3,1.2,-4.2,-7.9,518.47,521.55,517.8,521.11,519.21,511.13,514.81,531.02,528.75,533.42,534.01,520.88
11,02,25,-1.8,5.2,3.4,0.8,521.55,517.8,521.11,519.21,511.13,514.81,531.02,528.75,533.42,534.01,520.88,502.27
11,02,26,-0.4,5.4,5.8,4.6,517.8,521.11,519.21,511.13,514.81,531.02,528.75,533.42,534.01,520.88,502.27,501.78
11,02,27,-1.7,1.5,3.3,4.0,521.11,519.21,511.13,514.81,531.02,528.75,533.42,534.01,520.88,502.27,501.78,521.46
11,02,28,-2.2,0.9,2.3,1.2,519.21,511.13,514.81,531.02,528.75,533.42,534.01,520.88,502.27,501.78,521.46,514.22
11,03,01,-1.9,1.8,1.1,3.2,511.13,514.81,531.02,528.75,533.42,534.01,520.88,502.27,501.78,521.46,514.22,506.5
11,03,02,-2.5,2.5,5.8,2.7,514.81,531.02,528.75,533.42,534.01,520.88,502.27,501.78,521.46,514.22,506.5,499.21
11,03,03,-1.6,2.1,2.6,0.3,531.02,528.75,533.42,534.01,520.88,502.27,501.78,521.46,514.22,506.5,499.21,492.91
11,03,04,-2.6,3.5,2.7,-0.3,528.75,533.42,534.01,520.88,502.27,501.78,521.46,514.22,506.5,499.21,492.91,486.29
11,03,05,1.2,1.6,-1.1,-2.7,533.42,534.01,520.88,502.27,501.78,521.46,514.22,506.5,499.21,492.91,486.29,489.89
11,03,06,-2.0,-0.6,-0.7,-2.1,534.01,520.88,502.27,501.78,521.46,514.22,506.5,499.21,492.91,486.29,489.89,495.39
12,03,06,0.3,2.4,3.6,0.7,520.88,502.27,501.78,521.46,514.22,506.5,499.21,492.91,486.29,489.89,495.39,487.81
13,03,06,0.4,2.9,5.8,3.7,502.27,501.78,521.46,514.22,506.5,499.21,492.91,486.29,489.89,495.39,487.81,487.13
14,03,06,0.5,1.8,1.6,2.0,501.78,521.46,514.22,506.5,499.21,492.91,486.29,489.89,495.39,487.81,487.13,477.22
15,03,06,-1.2,-0.2,-1.6,0.0,521.46,514.22,506.5,499.21,492.91,486.29,489.89,495.39,487.81,487.13,477.22,483.39
16,03,06,-2.5,0.6,-1.4,-3.0,514.22,506.5,499.21,492.91,486.29,489.89,495.39,487.81,487.13,477.22,483.39,482.6
17,03,06,-0.5,2.4,1.0,-3.2,506.5,499.21,492.91,486.29,489.89,495.39,487.81,487.13,477.22,483.39,482.6,483.28
18,03,06,0.8,0.6,1.1,-2.9,499.21,492.91,486.29,489.89,495.39,487.81,487.13,477.22,483.39,482.6,483.28,499.61
19,03,06,2.4,2.7,0.4,-3.7,492.91,486.29,489.89,495.39,487.81,487.13,477.22,483.39,482.6,483.28,499.61,494.86
20,03,06,-0.1,4.1,0.5,0.3,486.29,489.89,495.39,487.81,487.13,477.22,483.39,482.6,483.28,499.61,494.86,514.82
21,03,06,-1.4,5.2,2.9,4.6,489.89,495.39,487.81,487.13,477.22,483.39,482.6,483.28,499.61,494.86,514.82,536.24
22,03,06,-2.2,2.5,1.6,2.8,495.39,487.81,487.13,477.22,483.39,482.6,483.28,499.61,494.86,514.82,536.24,541.24
23,03,06,-0.7,1.4,0.3,-0.4,487.81,487.13,477.22,483.39,482.6,483.28,499.61,494.86,514.82,536.24,541.24,532.63
11,03,19,0.0,3.9,2.2,-0.1,487.13,477.22,483.39,482.6,483.28,499.61,494.86,514.82,536.24,541.24,532.63,526.95
11,03,20,0.0,4.4,6.1,2.9,477.22,483.39,482.6,483.28,499.61,494.86,514.82,536.24,541.24,532.63,526.95,524.98
11,03,21,5.8,6.1,5.7,0.5,483.39,482.6,483.28,499.61,494.86,514.82,536.24,541.24,532.63,526.95,524.98,515.34
11,03,22,7.5,6.1,2.6,-2.0,482.6,483.28,499.61,494.86,514.82,536.24,541.24,532.63,526.95,524.98,515.34,505.98
11,03,23,6.7,5.4,1.2,-3.8,483.28,499.61,494.86,514.82,536.24,541.24,532.63,526.95,524.98,515.34,505.98,499.62
11,03,24,6.5,3.5,-1.7,-5.8,499.61,494.86,514.82,536.24,541.24,532.63,526.95,524.98,515.34,505.98,499.62,503.68
11,03,25,0.8,0.6,-3.0,-5.0,494.86,514.82,536.24,541.24,532.63,526.95,524.98,515.34,505.98,499.62,503.68,501.24
11,03,26,-1.2,-0.3,-2.6,-3.9,514.82,536.24,541.24,532.63,526.95,524.98,515.34,505.98,499.62,503.68,501.24,497.09
11,03,27,0.3,1.9,0.0,-4.4,536.24,541.24,532.63,526.95,524.98,515.34,505.98,499.62,503.68,501.24,497.09,510.47
11,03,28,2.7,1.9,-1.3,-5.5,541.24,532.63,526.95,524.98,515.34,505.98,499.62,503.68,501.24,497.09,510.47,504.73
11,03,29,2.9,2.6,-1.6,-5.9,532.63,526.95,524.98,515.34,505.98,499.62,503.68,501.24,497.09,510.47,504.73,508.98
11,03,30,1.0,1.2,-0.5,-4.0,526.95,524.98,515.34,505.98,499.62,503.68,501.24,497.09,510.47,504.73,508.98,494.16
11,03,31,-0.1,5.9,0.9,-1.3,524.98,515.34,505.98,499.62,503.68,501.24,497.09,510.47,504.73,508.98,494.16,486.86
11,04,01,3.5,6.8,3.4,-1.7,515.34,505.98,499.62,503.68,501.24,497.09,510.47,504.73,508.98,494.16,486.86,483.66
11,04,02,4.1,7.9,10.1,1.2,505.98,499.62,503.68,501.24,497.09,510.47,504.73,508.98,494.16,486.86,483.66,477.21
11,04,03,4.6,5.6,6.4,4.1,499.62,503.68,501.24,497.09,510.47,504.73,508.98,494.16,486.86,483.66,477.21,496.12
11,04,04,4.4,5.7,5.1,3.8,503.68,501.24,497.09,510.47,504.73,508.98,494.16,486.86,483.66,477.21,496.12,473.54
11,04,05,4.6,6.7,5.5,2.1,501.24,497.09,510.47,504.73,508.98,494.16,486.86,483.66,477.21,496.12,473.54,457.08
11,04,06,7.7,6.7,5.9,2.7,497.09,510.47,504.73,508.98,494.16,486.86,483.66,477.21,496.12,473.54,457.08,441.74
11,04,07,8.6,6.3,4.0,3.8,510.47,504.73,508.98,494.16,486.86,483.66,477.21,496.12,473.54,457.08,441.74,429.64
11,04,08,8.9,7.0,4.2,3.5,504.73,508.98,494.16,486.86,483.66,477.21,496.12,473.54,457.08,441.74,429.64,415.86
11,04,09,8.5,5.6,4.8,1.7,508.98,494.16,486.86,483.66,477.21,496.12,473.54,457.08,441.74,429.64,415.86,426.14
11,04,10,11.4,7.7,8.9,2.1,494.16,486.86,483.66,477.21,496.12,473.54,457.08,441.74,429.64,415.86,426.14,451.28
11,04,11,11.8,8.6,7.2,4.7,486.86,483.66,477.21,496.12,473.54,457.08,441.74,429.64,415.86,426.14,451.28,443.35
11,04,12,4.6,6.1,4.9,4.2,483.66,477.21,496.12,473.54,457.08,441.74,429.64,415.86,426.14,451.28,443.35,449.23
11,04,13,6.2,5.3,6.0,4.1,477.21,496.12,473.54,457.08,441.74,429.64,415.86,426.14,451.28,443.35,449.23,455.8
11,04,14,5.9,6.0,5.6,4.4,496.12,473.54,457.08,441.74,429.64,415.86,426.14,451.28,443.35,449.23,455.8,447.95
11,04,15,6.8,6.8,8.5,4.3,473.54,457.08,441.74,429.64,415.86,426.14,451.28,443.35,449.23,455.8,447.95,418.86
11,04,16,9.8,6.5,6.5,1.6,457.08,441.74,429.64,415.86,426.14,451.28,443.35,449.23,455.8,447.95,418.86,388.62
11,04,17,10.6,7.0,7.9,1.5,441.74,429.64,415.86,426.14,451.28,443.35,449.23,455.8,447.95,418.86,388.62,429.03
11,04,18,13.1,9.4,5.6,1.2,429.64,415.86,426.14,451.28,443.35,449.23,455.8,447.95,418.86,388.62,429.03,430.38
11,04,19,11.0,8.6,7.7,2.8,415.86,426.14,451.28,443.35,449.23,455.8,447.95,418.86,388.62,429.03,430.38,416.73
11,04,20,10.8,9.7,6.5,3.2,426.14,451.28,443.35,449.23,455.8,447.95,418.86,388.62,429.03,430.38,416.73,402.85
11,04,21,10.9,9.5,6.3,3.1,451.28,443.35,449.23,455.8,447.95,418.86,388.62,429.03,430.38,416.73,402.85,383.19
11,04,22,14.0,11.9,9.4,3.7,443.35,449.23,455.8,447.95,418.86,388.62,429.03,430.38,416.73,402.85,383.19,372.21
11,04,23,13.9,15.0,11.3,4.5,449.23,455.8,447.95,418.86,388.62,429.03,430.38,416.73,402.85,383.19,372.21,262.54
11,04,24,12.7,12.8,12.7,6.4,455.8,447.95,418.86,388.62,429.03,430.38,416.73,402.85,383.19,372.21,262.54,282.38
11,04,25,12.0,8.3,9.0,5.6,447.95,418.86,388.62,429.03,430.38,416.73,402.85,383.19,372.21,262.54,282.38,400.5
11,04,26,11.7,7.8,6.7,3.8,418.86,388.62,429.03,430.38,416.73,402.85,383.19,372.21,262.54,282.38,400.5,418.09
11,04,27,11.3,9.3,7.7,1.8,388.62,429.03,430.38,416.73,402.85,383.19,372.21,262.54,282.38,400.5,418.09,411.11
11,04,28,11.4,9.5,7.9,3.7,429.03,430.38,416.73,402.85,383.19,372.21,262.54,282.38,400.5,418.09,411.11,396.71
11,04,29,12.5,11.9,7.7,3.7,430.38,416.73,402.85,383.19,372.21,262.54,282.38,400.5,418.09,411.11,396.71,366.99
11,04,30,13.4,12.0,7.9,3.6,416.73,402.85,383.19,372.21,262.54,282.38,400.5,418.09,411.11,396.71,366.99,360.22
11,05,01,7.8,9.5,7.6,3.0,402.85,383.19,372.21,262.54,282.38,400.5,418.09,411.11,396.71,366.99,360.22,434.62
11,05,02,7.7,8.0,7.7,3.4,383.19,372.21,262.54,282.38,400.5,418.09,411.11,396.71,366.99,360.22,434.62,454.72
11,05,03,5.1,8.2,5.4,2.5,372.21,262.54,282.38,400.5,418.09,411.11,396.71,366.99,360.22,434.62,454.72,461.41
11,05,04,7.0,8.4,5.0,3.4,262.54,282.38,400.5,418.09,411.11,396.71,366.99,360.22,434.62,454.72,461.41,469.01
11,05,05,10.1,7.3,4.3,4.4,282.38,400.5,418.09,411.11,396.71,366.99,360.22,434.62,454.72,461.41,469.01,462.31
11,05,06,9.4,6.7,5.1,4.8,400.5,418.09,411.11,396.71,366.99,360.22,434.62,454.72,461.41,469.01,462.31,435.2
11,05,07,12.8,14.9,12.5,4.4,418.09,411.11,396.71,366.99,360.22,434.62,454.72,461.41,469.01,462.31,435.2,418.9
11,05,08,14.9,18.6,17.6,5.8,411.11,396.71,366.99,360.22,434.62,454.72,461.41,469.01,462.31,435.2,418.9,443.02
11,05,09,15.6,18.3,18.1,5.1,396.71,366.99,360.22,434.62,454.72,461.41,469.01,462.31,435.2,418.9,443.02,443.81
11,05,10,16.4,13.0,18.4,3.5,366.99,360.22,434.62,454.72,461.41,469.01,462.31,435.2,418.9,443.02,443.81,450.28
11,05,11,15.2,12.8,15.8,6.0,360.22,434.62,454.72,461.41,469.01,462.31,435.2,418.9,443.02,443.81,450.28,449.95
11,05,12,13.7,10.7,11.3,7.2,434.62,454.72,461.41,469.01,462.31,435.2,418.9,443.02,443.81,450.28,449.95,442.19
11,05,13,12.9,9.4,10.0,8.3,454.72,461.41,469.01,462.31,435.2,418.9,443.02,443.81,450.28,449.95,442.19,434.13
11,05,14,10.9,8.8,8.7,9.4,461.41,469.01,462.31,435.2,418.9,443.02,443.81,450.28,449.95,442.19,434.13,424.96
11,05,15,8.0,9.4,9.2,8.9,469.01,462.31,435.2,418.9,443.02,443.81,450.28,449.95,442.19,434.13,424.96,436.85
11,05,16,10.7,9.4,8.2,8.3,462.31,435.2,418.9,443.02,443.81,450.28,449.95,442.19,434.13,424.96,436.85,426.11
11,05,17,12.0,8.2,7.6,6.4,435.2,418.9,443.02,443.81,450.28,449.95,442.19,434.13,424.96,436.85,426.11,434.02
11,05,18,9.2,8.9,10.1,4.9,418.9,443.02,443.81,450.28,449.95,442.19,434.13,424.96,436.85,426.11,434.02,425.79
11,05,19,12.5,9.2,10.2,7.8,443.02,443.81,450.28,449.95,442.19,434.13,424.96,436.85,426.11,434.02,425.79,424.86
11,05,20,10.5,8.6,11.0,6.5,443.81,450.28,449.95,442.19,434.13,424.96,436.85,426.11,434.02,425.79,424.86,416.46
11,05,21,11.5,9.6,10.0,8.7,450.28,449.95,442.19,434.13,424.96,436.85,426.11,434.02,425.79,424.86,416.46,412.17
11,05,22,11.7,11.5,14.1,9.3,449.95,442.19,434.13,424.96,436.85,426.11,434.02,425.79,424.86,416.46,412.17,420.19
11,05,23,11.8,9.5,12.6,9.4,442.19,434.13,424.96,436.85,426.11,434.02,425.79,424.86,416.46,412.17,420.19,409.23
11,05,24,11.5,8.6,10.9,9.3,434.13,424.96,436.85,426.11,434.02,425.79,424.86,416.46,412.17,420.19,409.23,417.1
11,05,25,12.7,8.4,7.5,7.5,424.96,436.85,426.11,434.02,425.79,424.86,416.46,412.17,420.19,409.23,417.1,419.54
11,05,26,10.4,8.6,8.2,2.5,436.85,426.11,434.02,425.79,424.86,416.46,412.17,420.19,409.23,417.1,419.54,411.55
11,05,27,10.5,9.2,7.9,5.6,426.11,434.02,425.79,424.86,416.46,412.17,420.19,409.23,417.1,419.54,411.55,398.4
11,05,28,11.1,7.7,8.7,9.5,434.02,425.79,424.86,416.46,412.17,420.19,409.23,417.1,419.54,411.55,398.4,374.4
11,05,29,10.5,8.8,8.3,11.3,425.79,424.86,416.46,412.17,420.19,409.23,417.1,419.54,411.55,398.4,374.4,413.18
11,05,30,12.7,9.6,9.1,8.9,424.86,416.46,412.17,420.19,409.23,417.1,419.54,411.55,398.4,374.4,413.18,426.7
11,05,31,12.9,9.2,8.7,10.4,416.46,412.17,420.19,409.23,417.1,419.54,411.55,398.4,374.4,413.18,426.7,423.7
11,06,01,14.1,9.3,10.8,8.6,412.17,420.19,409.23,417.1,419.54,411.55,398.4,374.4,413.18,426.7,423.7,401.27
11,06,02,16.1,10.4,11.3,9.7,420.19,409.23,417.1,419.54,411.55,398.4,374.4,413.18,426.7,423.7,401.27,410.5
11,06,03,19.4,13.3,12.7,9.4,409.23,417.1,419.54,411.55,398.4,374.4,413.18,426.7,423.7,401.27,410.5,394.0
11,06,04,19.3,10.0,9.3,6.4,417.1,419.54,411.55,398.4,374.4,413.18,426.7,423.7,401.27,410.5,394.0,381.29
11,06,05,16.5,10.0,10.3,6.6,419.54,411.55,398.4,374.4,413.18,426.7,423.7,401.27,410.5,394.0,381.29,403.31
11,06,06,17.3,11.1,15.0,10.4,411.55,398.4,374.4,413.18,426.7,423.7,401.27,410.5,394.0,381.29,403.31,440.32
11,06,07,17.0,11.0,15.6,8.6,398.4,374.4,413.18,426.7,423.7,401.27,410.5,394.0,381.29,403.31,440.32,430.07
11,06,08,18.4,13.6,16.5,7.9,374.4,413.18,426.7,423.7,401.27,410.5,394.0,381.29,403.31,440.32,430.07,413.39
11,06,09,17.7,11.9,20.9,12.1,413.18,426.7,423.7,401.27,410.5,394.0,381.29,403.31,440.32,430.07,413.39,414.37
11,06,10,14.0,11.5,14.3,15.7,426.7,423.7,401.27,410.5,394.0,381.29,403.31,440.32,430.07,413.39,414.37,395.67
11,06,11,12.8,13.1,16.4,12.1,423.7,401.27,410.5,394.0,381.29,403.31,440.32,430.07,413.39,414.37,395.67,373.89
11,06,12,14.8,12.6,12.1,13.1,401.27,410.5,394.0,381.29,403.31,440.32,430.07,413.39,414.37,395.67,373.89,389.94
11,06,13,14.7,14.1,10.3,12.7,410.5,394.0,381.29,403.31,440.32,430.07,413.39,414.37,395.67,373.89,389.94,417.96
11,06,14,15.0,10.7,13.5,12.9,394.0,381.29,403.31,440.32,430.07,413.39,414.37,395.67,373.89,389.94,417.96,420.52
11,06,15,15.1,11.5,10.6,13.6,381.29,403.31,440.32,430.07,413.39,414.37,395.67,373.89,389.94,417.96,420.52,414.85
11,06,16,16.2,14.4,14.4,10.1,403.31,440.32,430.07,413.39,414.37,395.67,373.89,389.94,417.96,420.52,414.85,400.59
11,06,17,12.7,11.5,16.5,9.5,440.32,430.07,413.39,414.37,395.67,373.89,389.94,417.96,420.52,414.85,400.59,363.99
11,06,18,13.4,11.4,14.1,14.1,430.07,413.39,414.37,395.67,373.89,389.94,417.96,420.52,414.85,400.59,363.99,253.57
11,06,19,13.5,12.2,15.2,14.8,413.39,414.37,395.67,373.89,389.94,417.96,420.52,414.85,400.59,363.99,253.57,339.44
11,06,20,15.3,11.5,13.4,13.6,414.37,395.67,373.89,389.94,417.96,420.52,414.85,400.59,363.99,253.57,339.44,397.48
11,06,21,15.7,12.3,9.3,11.3,395.67,373.89,389.94,417.96,420.52,414.85,400.59,363.99,253.57,339.44,397.48,396.36
11,06,22,15.7,12.0,9.5,11.6,373.89,389.94,417.96,420.52,414.85,400.59,363.99,253.57,339.44,397.48,396.36,340.08
11,06,23,15.4,11.9,10.5,10.5,389.94,417.96,420.52,414.85,400.59,363.99,253.57,339.44,397.48,396.36,340.08,330.57
11,06,24,13.7,9.7,9.2,11.6,417.96,420.52,414.85,400.59,363.99,253.57,339.44,397.48,396.36,340.08,330.57,306.56
11,06,25,15.1,10.4,10.4,10.6,420.52,414.85,400.59,363.99,253.57,339.44,397.48,396.36,340.08,330.57,306.56,308.47
11,06,26,16.7,12.5,13.1,10.8,414.85,400.59,363.99,253.57,339.44,397.48,396.36,340.08,330.57,306.56,308.47,370.89
11,06,27,15.2,14.9,15.6,10.1,400.59,363.99,253.57,339.44,397.48,396.36,340.08,330.57,306.56,308.47,370.89,351.4
11,06,28,18.5,15.1,17.4,12.6,363.99,253.57,339.44,397.48,396.36,340.08,330.57,306.56,308.47,370.89,351.4,353.61
11,06,29,19.7,11.5,18.0,12.6,253.57,339.44,397.48,396.36,340.08,330.57,306.56,308.47,370.89,351.4,353.61,335.76
11,06,30,19.2,11.5,12.1,9.6,339.44,397.48,396.36,340.08,330.57,306.56,308.47,370.89,351.4,353.61,335.76,311.34
11,07,01,17.2,12.6,10.8,9.8,397.48,396.36,340.08,330.57,306.56,308.47,370.89,351.4,353.61,335.76,311.34,284.21
11,07,02,17.3,15.3,13.0,9.7,396.36,340.08,330.57,306.56,308.47,370.89,351.4,353.61,335.76,311.34,284.21,225.73
11,07,03,20.1,13.0,15.2,9.6,340.08,330.57,306.56,308.47,370.89,351.4,353.61,335.76,311.34,284.21,225.73,335.79
11,07,04,20.2,12.2,13.9,9.9,330.57,306.56,308.47,370.89,351.4,353.61,335.76,311.34,284.21,225.73,335.79,343.42
11,07,05,18.5,15.1,15.5,10.2,306.56,308.47,370.89,351.4,353.61,335.76,311.34,284.21,225.73,335.79,343.42,340.06
11,07,06,20.2,16.3,16.8,9.4,308.47,370.89,351.4,353.61,335.76,311.34,284.21,225.73,335.79,343.42,340.06,351.19
11,07,07,19.5,15.3,19.1,9.1,370.89,351.4,353.61,335.76,311.34,284.21,225.73,335.79,343.42,340.06,351.19,345.89
11,07,08,18.3,15.1,15.6,12.7,351.4,353.61,335.76,311.34,284.21,225.73,335.79,343.42,340.06,351.19,345.89,331.06
11,07,09,17.4,13.9,16.6,19.6,353.61,335.76,311.34,284.21,225.73,335.79,343.42,340.06,351.19,345.89,331.06,315.02
11,07,10,15.9,13.9,16.3,14.3,335.76,311.34,284.21,225.73,335.79,343.42,340.06,351.19,345.89,331.06,315.02,346.91
11,07,11,17.0,12.0,14.6,9.8,311.34,284.21,225.73,335.79,343.42,340.06,351.19,345.89,331.06,315.02,346.91,349.08
11,07,12,16.3,12.1,10.7,8.6,284.21,225.73,335.79,343.42,340.06,351.19,345.89,331.06,315.02,346.91,349.08,338.94
11,07,13,15.5,13.1,10.6,8.6,225.73,335.79,343.42,340.06,351.19,345.89,331.06,315.02,346.91,349.08,338.94,333.28
11,07,14,17.5,13.5,12.9,8.5,335.79,343.42,340.06,351.19,345.89,331.06,315.02,346.91,349.08,338.94,333.28,328.17
11,07,15,14.8,13.1,14.6,8.3,343.42,340.06,351.19,345.89,331.06,315.02,346.91,349.08,338.94,333.28,328.17,329.85
11,07,16,17.0,16.0,15.1,9.2,340.06,351.19,345.89,331.06,315.02,346.91,349.08,338.94,333.28,328.17,329.85,270.95
11,07,17,15.6,16.4,18.7,9.2,351.19,345.89,331.06,315.02,346.91,349.08,338.94,333.28,328.17,329.85,270.95,306.09
11,07,18,16.1,16.3,17.7,13.7,345.89,331.06,315.02,346.91,349.08,338.94,333.28,328.17,329.85,270.95,306.09,329.93
11,07,19,16.9,14.8,17.9,15.9,331.06,315.02,346.91,349.08,338.94,333.28,328.17,329.85,270.95,306.09,329.93,335.67
11,07,20,17.4,14.2,14.8,12.9,315.02,346.91,349.08,338.94,333.28,328.17,329.85,270.95,306.09,329.93,335.67,331.68
11,07,21,19.3,12.9,13.3,10.5,346.91,349.08,338.94,333.28,328.17,329.85,270.95,306.09,329.93,335.67,331.68,305.23
11,07,22,16.9,14.3,11.5,10.5,349.08,338.94,333.28,328.17,329.85,270.95,306.09,329.93,335.67,331.68,305.23,207.93
11,07,23,20.4,15.9,12.3,10.2,338.94,333.28,328.17,329.85,270.95,306.09,329.93,335.67,331.68,305.23,207.93,151.45
11,07,24,16.4,17.3,18.3,12.7,333.28,328.17,329.85,270.95,306.09,329.93,335.67,331.68,305.23,207.93,151.45,265.99
11,07,25,15.0,14.0,15.9,11.8,328.17,329.85,270.95,306.09,329.93,335.67,331.68,305.23,207.93,151.45,265.99,289.04
