01/01/11;595,8;;;;;;;;;;;;;;;;;
02/01/11;641,19;;;;;;;;;;;;;;;;;
03/01/11;681,06;;;;;;;;;;;;;;;;;
04/01/11;663,28;;;;;;;;;;;;;;;;;
05/01/11;638,9;;;;;;;;;;;;;;;;;
06/01/11;607,63;;;;;;;;;;;;;;;;;
07/01/11;613,23;;;;;;;;;;;;;;;;;
08/01/11;581,78;;;;;;;;;;;;;;;;;
09/01/11;559,86;;;;;;;;;;;;;;;;;
10/01/11;563,99;;;;;;;;;;;;;;;;;
11/01/11;555,51;;;;;;;;;;;;;;;;;
12/01/11;552,98;;;;;;;;;;;;;;;;;
13/01/11;551,34;;;;;;;;;;;;;;;;;
14/01/11;537,34;;;;;;;;;;;;;;;;;
15/01/11;529,41;;;;;;;;;;;;;;;;;
16/01/11;512,69;;;;;;;;;;;;;;;;;
17/01/11;515,52;;;;;;;;;;;;;;;;;
18/01/11;511,58;;;;;;;;;;;;;;;;;
19/01/11;507,23;;;;;;;;;;;;;;;;;
20/01/11;503,8;;;;;;;;;;;;;;;;;
21/01/11;504,1;;;;;;;;;;;;;;;;;
22/01/11;490,52;;;;;;;;;;;;;;;;;
23/01/11;488,56;;;;;;;;;;;;;;;;;
24/01/11;503,34;;;;;;;;;;;;;;;;;
25/01/11;494,34;;;;;;;;;;;;;;;;;
26/01/11;505,64;;;;;;;;;;;;;;;;;
27/01/11;504,85;;;;;;;;;;;;;;;;;
28/01/11;497,44;;;;;;;;;;;;;;;;;
29/01/11;480,77;;;;;;;;;;;;;;;;;
30/01/11;483,88;;;;;;;;;;;;;;;;;
31/01/11;496,6;;;;;;;;;;;;;;;;;
01/02/11;483,14;;;;;;;;;;;;;;;;;
02/02/11;472,48;;;;;;;;;;;;;;;;;
03/02/11;464,86;;;;;;;;;;;;;;;;;
04/02/11;464,24;;;;;;;;;;;;;;;;;
05/02/11;467,97;;;;;;;;;;;;;;;;;
06/02/11;482,89;;;;;;;;;;;;;;;;;
07/02/11;489,64;;;;;;;;;;;;;;;;;
08/02/11;495,92;;;;;;;;;;;;;;;;;
09/02/11;506,09;;;;;;;;;;;;;;;;;
10/02/11;504,01;;;;;;;;;;;;;;;;;
11/02/11;501,16;;;;;;;;;;;;;;;;;
12/02/11;505,22;;;;;;;;;;;;;;;;;
13/02/11;509,64;;;;;;;;;;;;;;;;;
14/02/11;518,47;;;;;;;;;;;;;;;;;
15/02/11;521,55;;;;;;;;;;;;;;;;;
16/02/11;517,8;;;;;;;;;;;;;;;;;
17/02/11;521,11;;;;;;;;;;;;;;;;;
18/02/11;519,21;;;;;;;;;;;;;;;;;
19/02/11;511,13;;;;;;;;;;;;;;;;;
20/02/11;514,81;;;;;;;;;;;;;;;;;
21/02/11;531,02;;;;;;;;;;;;;;;;;
22/02/11;528,75;;;;;;;;;;;;;;;;;
23/02/11;533,42;;;;;;;;;;;;;;;;;
24/02/11;534,01;;;;;;;;;;;;;;;;;
25/02/11;520,88;;;;;;;;;;;;;;;;;
26/02/11;502,27;;;;;;;;;;;;;;;;;
27/02/11;501,78;;;;;;;;;;;;;;;;;
28/02/11;521,46;;;;;;;;;;;;;;;;;
01/03/11;514,22;;;;;;;;;;;;;;;;;
02/03/11;506,5;;;;;;;;;;;;;;;;;
03/03/11;499,21;;;;;;;;;;;;;;;;;
04/03/11;492,91;;;;;;;;;;;;;;;;;
05/03/11;486,29;;;;;;;;;;;;;;;;;
06/03/11;489,89;;;;;;;;;;;;;;;;;
06/03/12;495,39;;;;;;;;;;;;;;;;;
06/03/13;487,81;;;;;;;;;;;;;;;;;
06/03/14;487,13;;;;;;;;;;;;;;;;;
06/03/15;477,22;;;;;;;;;;;;;;;;;
06/03/16;483,39;;;;;;;;;;;;;;;;;
06/03/17;482,6;;;;;;;;;;;;;;;;;
06/03/18;483,28;;;;;;;;;;;;;;;;;
06/03/19;499,61;;;;;;;;;;;;;;;;;
06/03/20;494,86;;;;;;;;;;;;;;;;;
06/03/21;514,82;;;;;;;;;;;;;;;;;
06/03/22;536,24;;;;;;;;;;;;;;;;;
06/03/23;541,24;;;;;;;;;;;;;;;;;
19/03/11;532,63;;;;;;;;;;;;;;;;;
20/03/11;526,95;;;;;;;;;;;;;;;;;
21/03/11;524,98;;;;;;;;;;;;;;;;;
22/03/11;515,34;;;;;;;;;;;;;;;;;
23/03/11;505,98;;;;;;;;;;;;;;;;;
24/03/11;499,62;;;;;;;;;;;;;;;;;
25/03/11;503,68;;;;;;;;;;;;;;;;;
26/03/11;501,24;;;;;;;;;;;;;;;;;
27/03/11;497,09;;;;;;;;;;;;;;;;;
