01/01/13;233,01;;;;;;;;;;;;;;;;;
02/01/13;269,3;;;;;;;;;;;;;;;;;
03/01/13;256,89;;;;;;;;;;;;;;;;;
04/01/13;253,87;;;;;;;;;;;;;;;;;
05/01/13;258,16;;;;;;;;;;;;;;;;;
06/01/13;254,88;;;;;;;;;;;;;;;;;
07/01/13;281,94;;;;;;;;;;;;;;;;;
08/01/13;296,42;;;;;;;;;;;;;;;;;
09/01/13;287,94;;;;;;;;;;;;;;;;;
10/01/13;297,48;;;;;;;;;;;;;;;;;
11/01/13;305,65;;;;;;;;;;;;;;;;;
12/01/13;297,13;;;;;;;;;;;;;;;;;
13/01/13;290,44;;;;;;;;;;;;;;;;;
14/01/13;341,62;;;;;;;;;;;;;;;;;
15/01/13;352,78;;;;;;;;;;;;;;;;;
16/01/13;376,38;;;;;;;;;;;;;;;;;
17/01/13;396,62;;;;;;;;;;;;;;;;;
18/01/13;354,21;;;;;;;;;;;;;;;;;
19/01/13;299,08;;;;;;;;;;;;;;;;;
20/01/13;286,64;;;;;;;;;;;;;;;;;
21/01/13;307,62;;;;;;;;;;;;;;;;;
22/01/13;350,21;;;;;;;;;;;;;;;;;
23/01/13;404,27;;;;;;;;;;;;;;;;;
24/01/13;413,69;;;;;;;;;;;;;;;;;
25/01/13;376,92;;;;;;;;;;;;;;;;;
26/01/13;277,88;;;;;;;;;;;;;;;;;
27/01/13;268,26;;;;;;;;;;;;;;;;;
28/01/13;281,08;;;;;;;;;;;;;;;;;
29/01/13;275,83;;;;;;;;;;;;;;;;;
30/01/13;264,4;;;;;;;;;;;;;;;;;
31/01/13;267,45;;;;;;;;;;;;;;;;;
01/02/13;286,84;;;;;;;;;;;;;;;;;
02/02/13;271,44;;;;;;;;;;;;;;;;;
03/02/13;267,62;;;;;;;;;;;;;;;;;
04/02/13;274,01;;;;;;;;;;;;;;;;;
05/02/13;275,67;;;;;;;;;;;;;;;;;
06/02/13;292,5;;;;;;;;;;;;;;;;;
07/02/13;305,21;;;;;;;;;;;;;;;;;
08/02/13;296;;;;;;;;;;;;;;;;;
09/02/13;286,35;;;;;;;;;;;;;;;;;
10/02/13;279,51;;;;;;;;;;;;;;;;;
11/02/13;310,51;;;;;;;;;;;;;;;;;
12/02/13;318,35;;;;;;;;;;;;;;;;;
13/02/13;333,91;;;;;;;;;;;;;;;;;
14/02/13;294,79;;;;;;;;;;;;;;;;;
15/02/13;296,22;;;;;;;;;;;;;;;;;
16/02/13;285,05;;;;;;;;;;;;;;;;;
17/02/13;279,12;;;;;;;;;;;;;;;;;
18/02/13;292,17;;;;;;;;;;;;;;;;;
19/02/13;287,63;;;;;;;;;;;;;;;;;
20/02/13;294,35;;;;;;;;;;;;;;;;;
21/02/13;324,31;;;;;;;;;;;;;;;;;
22/02/13;321,14;;;;;;;;;;;;;;;;;
23/02/13;288,02;;;;;;;;;;;;;;;;;
24/02/13;281,67;;;;;;;;;;;;;;;;;
25/02/13;298,24;;;;;;;;;;;;;;;;;
26/02/13;302,33;;;;;;;;;;;;;;;;;
27/02/13;307,75;;;;;;;;;;;;;;;;;
28/02/13;299,31;;;;;;;;;;;;;;;;;
01/03/13;302,92;;;;;;;;;;;;;;;;;
02/03/13;292,96;;;;;;;;;;;;;;;;;
03/03/13;291,78;;;;;;;;;;;;;;;;;
04/03/13;318,5;;;;;;;;;;;;;;;;;
05/03/13;304,47;;;;;;;;;;;;;;;;;
06/03/13;308,85;;;;;;;;;;;;;;;;;
07/03/13;307,66;;;;;;;;;;;;;;;;;
08/03/13;302,42;;;;;;;;;;;;;;;;;
09/03/13;297,1;;;;;;;;;;;;;;;;;
10/03/13;295,22;;;;;;;;;;;;;;;;;
11/03/13;327,57;;;;;;;;;;;;;;;;;
12/03/13;351,26;;;;;;;;;;;;;;;;;
13/03/13;373,3;;;;;;;;;;;;;;;;;
14/03/13;398,54;;;;;;;;;;;;;;;;;
15/03/13;364,87;;;;;;;;;;;;;;;;;
16/03/13;319,77;;;;;;;;;;;;;;;;;
17/03/13;309,11;;;;;;;;;;;;;;;;;
18/03/13;321,38;;;;;;;;;;;;;;;;;
19/03/13;337,66;;;;;;;;;;;;;;;;;
20/03/13;363,97;;;;;;;;;;;;;;;;;
21/03/13;424,14;;;;;;;;;;;;;;;;;
22/03/13;354,84;;;;;;;;;;;;;;;;;
23/03/13;334,98;;;;;;;;;;;;;;;;;
24/03/13;336,09;;;;;;;;;;;;;;;;;
25/03/13;349,77;;;;;;;;;;;;;;;;;
26/03/13;346,01;;;;;;;;;;;;;;;;;
27/03/13;356,14;;;;;;;;;;;;;;;;;
28/03/13;362,14;;;;;;;;;;;;;;;;;
29/03/13;352,32;;;;;;;;;;;;;;;;;
30/03/13;352,26;;;;;;;;;;;;;;;;;
31/03/13;346,7;;;;;;;;;;;;;;;;;
01/04/13;354,28;;;;;;;;;;;;;;;;;
02/04/13;421,21;;;;;;;;;;;;;;;;;
03/04/13;373,01;;;;;;;;;;;;;;;;;
04/04/13;375,64;;;;;;;;;;;;;;;;;
05/04/13;391,44;;;;;;;;;;;;;;;;;
06/04/13;368,38;;;;;;;;;;;;;;;;;
07/04/13;361,64;;;;;;;;;;;;;;;;;
08/04/13;435,91;;;;;;;;;;;;;;;;;
09/04/13;398,14;;;;;;;;;;;;;;;;;
10/04/13;401,25;;;;;;;;;;;;;;;;;
11/04/13;406,63;;;;;;;;;;;;;;;;;
12/04/13;400,17;;;;;;;;;;;;;;;;;
13/04/13;384,25;;;;;;;;;;;;;;;;;
14/04/13;352,47;;;;;;;;;;;;;;;;;
15/04/13;374,24;;;;;;;;;;;;;;;;;
16/04/13;377,97;;;;;;;;;;;;;;;;;
17/04/13;340,73;;;;;;;;;;;;;;;;;
18/04/13;295,14;;;;;;;;;;;;;;;;;
19/04/13;279,71;;;;;;;;;;;;;;;;;
20/04/13;293,92;;;;;;;;;;;;;;;;;
21/04/13;292,16;;;;;;;;;;;;;;;;;
22/04/13;319,11;;;;;;;;;;;;;;;;;
23/04/13;285;;;;;;;;;;;;;;;;;
24/04/13;306,26;;;;;;;;;;;;;;;;;
25/04/13;312,97;;;;;;;;;;;;;;;;;
26/04/13;307,85;;;;;;;;;;;;;;;;;
27/04/13;288,94;;;;;;;;;;;;;;;;;
28/04/13;273,14;;;;;;;;;;;;;;;;;
29/04/13;295,53;;;;;;;;;;;;;;;;;
30/04/13;301,13;;;;;;;;;;;;;;;;;
01/05/13;295,34;;;;;;;;;;;;;;;;;
02/05/13;317,44;;;;;;;;;;;;;;;;;
03/05/13;310,64;;;;;;;;;;;;;;;;;
04/05/13;291,18;;;;;;;;;;;;;;;;;
05/05/13;292,93;;;;;;;;;;;;;;;;;
06/05/13;332,87;;;;;;;;;;;;;;;;;
07/05/13;312,31;;;;;;;;;;;;;;;;;
08/05/13;292,06;;;;;;;;;;;;;;;;;
09/05/13;270,1;;;;;;;;;;;;;;;;;
10/05/13;269,28;;;;;;;;;;;;;;;;;
11/05/13;252,91;;;;;;;;;;;;;;;;;
12/05/13;257,5;;;;;;;;;;;;;;;;;
13/05/13;298,62;;;;;;;;;;;;;;;;;
14/05/13;300,22;;;;;;;;;;;;;;;;;
15/05/13;292,31;;;;;;;;;;;;;;;;;
16/05/13;274,12;;;;;;;;;;;;;;;;;
17/05/13;258,25;;;;;;;;;;;;;;;;;
18/05/13;229,26;;;;;;;;;;;;;;;;;
19/05/13;229,04;;;;;;;;;;;;;;;;;
20/05/13;248,19;;;;;;;;;;;;;;;;;
21/05/13;281,53;;;;;;;;;;;;;;;;;
22/05/13;253,1;;;;;;;;;;;;;;;;;
23/05/13;285,59;;;;;;;;;;;;;;;;;
24/05/13;288,04;;;;;;;;;;;;;;;;;
25/05/13;250,52;;;;;;;;;;;;;;;;;
26/05/13;216,72;;;;;;;;;;;;;;;;;
27/05/13;307,85;;;;;;;;;;;;;;;;;
28/05/13;291,3;;;;;;;;;;;;;;;;;
29/05/13;291,89;;;;;;;;;;;;;;;;;
30/05/13;281,7;;;;;;;;;;;;;;;;;
31/05/13;272,62;;;;;;;;;;;;;;;;;
01/06/13;254,09;;;;;;;;;;;;;;;;;
02/06/13;232,6;;;;;;;;;;;;;;;;;
03/06/13;281,68;;;;;;;;;;;;;;;;;
04/06/13;294,58;;;;;;;;;;;;;;;;;
05/06/13;302,9;;;;;;;;;;;;;;;;;
06/06/13;306,43;;;;;;;;;;;;;;;;;
07/06/13;303,58;;;;;;;;;;;;;;;;;
08/06/13;270,98;;;;;;;;;;;;;;;;;
09/06/13;268,98;;;;;;;;;;;;;;;;;
10/06/13;304,67;;;;;;;;;;;;;;;;;
11/06/13;312,19;;;;;;;;;;;;;;;;;
12/06/13;301,83;;;;;;;;;;;;;;;;;
13/06/13;277,79;;;;;;;;;;;;;;;;;
14/06/13;259,51;;;;;;;;;;;;;;;;;
15/06/13;245,62;;;;;;;;;;;;;;;;;
16/06/13;216,1;;;;;;;;;;;;;;;;;
17/06/13;273,3;;;;;;;;;;;;;;;;;
18/06/13;274,51;;;;;;;;;;;;;;;;;
19/06/13;262,32;;;;;;;;;;;;;;;;;
20/06/13;262,5;;;;;;;;;;;;;;;;;
21/06/13;227,88;;;;;;;;;;;;;;;;;
22/06/13;137,98;;;;;;;;;;;;;;;;;
23/06/13;152,95;;;;;;;;;;;;;;;;;
24/06/13;250,29;;;;;;;;;;;;;;;;;
25/06/13;268,98;;;;;;;;;;;;;;;;;
26/06/13;245,17;;;;;;;;;;;;;;;;;
27/06/13;260,13;;;;;;;;;;;;;;;;;
28/06/13;260,9;;;;;;;;;;;;;;;;;
29/06/13;232,16;;;;;;;;;;;;;;;;;
30/06/13;204,93;;;;;;;;;;;;;;;;;
01/07/13;257,66;;;;;;;;;;;;;;;;;
02/07/13;263,33;;;;;;;;;;;;;;;;;
03/07/13;255,33;;;;;;;;;;;;;;;;;
04/07/13;261,77;;;;;;;;;;;;;;;;;
